,id,label,comment,AWS Labels,AWS Scores
40,9798,neutral,closing this issue.,NEGATIVE,0.9112984538078308
41,9989,neutral,Xalan-Java appears to be operating correctly.,POSITIVE,0.8394121527671814
42,10261,neutral,I checked that this bug was fixed in version 2.5.2.,NEUTRAL,0.5584700107574463
43,10314,neutral,First I want to verify that Gretchen's fix >Additional Comments From Gretchen Chiaramonte 2003-09-22 20:04 ------- for this bug works for me as well using Xalan 2.6.0. Second,NEUTRAL,0.5348048210144043
44,10446,neutral,This bug has been fixed in Xalan Java 2.5.2. Please verify.,NEGATIVE,0.7409116625785828
45,10696,neutral,Closing this issue. Please re-open if you have a testcase.,NEGATIVE,0.6094787120819092
46,10856,negative,I think with the latest code,NEUTRAL,0.9941596984863281
47,11149,negative,I wasn't able to reproduce the problem with the attachments. I saw appropriate error messages,NEGATIVE,0.953866720199585
48,11480,neutral,Retest shows Running xalan on lre02 <?xml version='1.0' encoding='UTF-8'?> <out xmlns='www.lotus.com' xmlns:ped='http://tester.com' english='to leave'/> Running XSLTC with Xerces Parser on lre02 <?xml version='1.0' encoding='UTF-8' ?> <out xmlns:ped='http://tester.com' xmlns='www.lotus.com' english='to leave'/>,NEUTRAL,0.9744651317596436
49,11526,neutral,Original reporter is not available. This report has now 'timed out'.,NEGATIVE,0.6832090616226196
50,11718,neutral,*** This bug has been marked as a duplicate of 6155 ***,NEUTRAL,0.6479232311248779
51,11834,neutral,Still happens to me. Steps to duplicate: 1. Start IE5.5 on Win2k - open java console from the 'view' menu. 2. Download xalan-j_2_2_D11.tar.gz to server. 3. tar xzf xalan-j_2_2_D11.tar.gz (extract to location on a webserver - for me this was /home/httpd/html) 4. navigate to http://SERVER/xalan- j_2_2_D11/samples/AppletXMLtoHTML/appletXMLtoHTML.html,NEUTRAL,0.9588621854782104
52,11881,neutral,AFAIK,NEUTRAL,0.6794864535331726
53,11978,negative,Unfortunatly,NEGATIVE,0.9994271993637085
54,12310,neutral,Very cool. Thank you.,POSITIVE,0.9950321912765503
55,12357,negative,You are mixing runtimes. You must link _all_ executables with the same run- time library. For release,NEUTRAL,0.9183349609375
56,12834,neutral,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java,NEUTRAL,0.998878538608551
57,12867,neutral,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html,NEUTRAL,0.9996582269668579
58,12989,neutral,Already resolved with WW-3414,NEUTRAL,0.6559160351753235
59,13391,neutral,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course,NEGATIVE,0.7705160975456238
60,13658,neutral,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance,NEUTRAL,0.6526541113853455
61,13977,neutral,Assigning this to future until the dependent XWork enhancement is made.,NEUTRAL,0.9181326627731323
62,13997,neutral,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java,NEUTRAL,0.9994303584098816
63,14206,neutral,Ported the solution of WW-2551 to the Struts 2.0 branch.,NEUTRAL,0.8770371675491333
64,14237,neutral,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.,NEUTRAL,0.7830416560173035
65,14371,neutral,This is by design,NEUTRAL,0.9839962124824524
66,14387,neutral,we're moving away from dojo integration in struts2,NEUTRAL,0.7771141529083252
67,14571,positive,yay! it should be really really easy (not including the test,POSITIVE,0.6037054657936096
68,14704,neutral,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541,NEUTRAL,0.7940752506256104
69,14849,neutral,Reporter asked for this to be closed.,NEUTRAL,0.9861606359481812
70,14921,neutral,Makes sense to me.,POSITIVE,0.7399715781211853
71,15073,neutral,duplicate of WW-1598,NEUTRAL,0.9955190420150757
72,15084,neutral,Hellow,NEUTRAL,0.9942556023597717
73,15330,neutral,As of r438174 ,NEUTRAL,0.9988356232643127
74,15698,neutral,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However,NEGATIVE,0.9777725338935852
75,15793,neutral,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com,NEUTRAL,0.6924706697463989
76,15801,negative,Given the dependencies,NEUTRAL,0.9901639819145203
77,15893,neutral,You are only flushing the writer,NEGATIVE,0.6907252669334412
78,16633,neutral,This was fixed by having all the items in the action chain having their properties copied over to the new action.,NEUTRAL,0.550844132900238
79,16677,neutral,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.,NEUTRAL,0.9782789349555969
80,16908,positive,Thanks. The problem is with deferred node expansion,NEGATIVE,0.8275774717330933
81,16927,neutral,I'll update the javadoc accordingly.,NEUTRAL,0.6937872767448425
82,17369,neutral,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue,NEGATIVE,0.9181388020515442
83,17727,neutral,Verified. I added the info to the RELEASE_NOTES file.,NEUTRAL,0.8927953839302063
84,17895,neutral,Verified. I added the info to the RELEASE_NOTES file.,NEUTRAL,0.8927953839302063
85,17964,neutral,Fixed.,POSITIVE,0.5573965311050415
86,18020,neutral,r563181 pom.xml,NEUTRAL,0.999249279499054
87,18037,neutral,r499213. The API changed as described in previous comments,NEUTRAL,0.9992784857749939
88,18059,neutral,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.,NEUTRAL,0.7270252108573914
89,18121,neutral,Resolved with no further action,NEGATIVE,0.34398192167282104
90,18301,neutral,Issue is resolved. Closing per Bryant's approval to do so.,NEUTRAL,0.7331258654594421
91,18707,neutral,Ah,NEUTRAL,0.995131254196167
92,18885,positive,Thanks Sven!,POSITIVE,0.9936445951461792
93,19423,neutral,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh,NEUTRAL,0.982821524143219
94,19722,neutral,Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file,NEUTRAL,0.8270100951194763
95,19905,negative,Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.,NEGATIVE,0.9990577101707458
96,19946,neutral,Is there any documentation such as 'getting started with swarm' available? If there is,NEUTRAL,0.8446329236030579
97,20061,neutral,Fixed with r1097472.,NEUTRAL,0.9287609457969666
98,20237,neutral,See my comment in WICKET-3093.,NEUTRAL,0.9980955719947815
99,20258,neutral,By the way,NEUTRAL,0.9560105204582214
100,20296,neutral,Integrated in Apache Wicket 1.4.x #436 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/436/]) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_WICKET-3413 FLAG_INHERITABLE_MODEL and default model change reset 'inherited model' flag if model changed and a new one is not IComponentInheritedModel,NEUTRAL,0.9910725951194763
101,20625,neutral,Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_,NEUTRAL,0.9995450377464294
102,20729,negative,Sorry,NEGATIVE,0.9708759188652039
103,20748,neutral,Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_,NEUTRAL,0.9994117021560669
104,20803,neutral,this will be tackled when we improve ajax,NEUTRAL,0.4501288831233978
105,20905,neutral,1.3.x is no longer maintained outside of security-related issues,NEGATIVE,0.9585970640182495
106,20927,neutral,woops,NEUTRAL,0.651478111743927
107,20968,neutral,Integrated in Apache Wicket 1.5.x #54 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/54/]) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_,NEUTRAL,0.9993791580200195
108,21128,positive,thanks,POSITIVE,0.46872183680534363
109,21977,neutral,How about my comment at the end? 'Also,NEUTRAL,0.9265304207801819
110,22097,neutral,seems like all subtask as resolved,POSITIVE,0.5805795192718506
111,22447,neutral,A RangeValidator exists by now which looks very similar to yours.,POSITIVE,0.5944268107414246
112,22766,neutral,Fixed and I've tested it.,NEUTRAL,0.5074965953826904
113,23248,neutral,Fixed in trunk (r555005).,NEUTRAL,0.9889074563980103
114,23357,neutral,It is just resolved in 2.0 and the changes for 1.x have been committed at the same moment. The dot: you'll find that the xml parser is not a general purpose xml parser complying to all details of xml. It doesn't have to. It just implements what is sufficient for Wicket. If only if there is a real need to implement an additional detail,NEGATIVE,0.38740453124046326
115,23492,neutral,behvaiors:ajax calls is not always 1:1. some behaviors are purely clientside. also,NEUTRAL,0.90379798412323
116,23562,neutral,Rolled back the change to Resource and included a FIXME that notes we don't cover all cases. But that doesn't lead to very serious problems anymore as it least the exception isn't thrown up in ComponentResourceRequestTarget anymore.,NEGATIVE,0.9277869462966919
117,23785,neutral,I just put this in branch-0.8 too. In fact,NEUTRAL,0.8996883034706116
118,23837,neutral,Closing since Whirr was updated to jclouds 1.5.0 in WHIRR-659.,NEUTRAL,0.9850795269012451
119,24531,neutral,Changed the site to include the incubator disclaimer and incubator logo.,NEUTRAL,0.923678994178772
120,24867,neutral,Updated version of the patch. Removed the setter for the log storage provider in the stanza relay,NEUTRAL,0.9497237801551819
121,24937,neutral,Committed in rev 983396,NEUTRAL,0.9990804195404053
122,25612,negative,Sorry for the link 'block',NEGATIVE,0.9823783040046692
123,26184,neutral,patch applied.,NEGATIVE,0.5320423245429993
124,26594,neutral,Close all resolved issues for Engine 1.5 release.,NEGATIVE,0.8607379794120789
125,27430,positive,Looks solid. I'm okay with resolving this one.,POSITIVE,0.9452618360519409
126,27656,negative,We'll look at the issue for 1.1,NEUTRAL,0.6995003819465637
127,27659,neutral,Closing as FIXED,NEGATIVE,0.9705784916877747
128,27962,neutral,Code delivered to SVN.,NEUTRAL,0.9762822985649109
129,28310,neutral,Change the element type of 'attributes' to FSAttribute.,NEUTRAL,0.9379479885101318
130,28313,positive,Thanks for that comment Richard! I was laboring under the (false) impression that I could not change the docs that went with our previous releases,NEGATIVE,0.6008225679397583
131,28338,neutral,added fixVersion,NEUTRAL,0.5875318050384521
132,28741,neutral,documentation needs updating,NEGATIVE,0.7422753572463989
133,28865,neutral,Fixed a prompt that asks user to enter either 's' or 'q'.,NEUTRAL,0.8960367441177368
134,29014,positive,applied patch,NEUTRAL,0.9296769499778748
135,29351,neutral,This issue is maybe related to UIMA-1408.,NEUTRAL,0.6910725831985474
136,29492,neutral,I think this should be fixed/changed for uima-base too. Is there a reason it wasn't?,NEUTRAL,0.501733124256134
137,29936,positive,To test this,NEUTRAL,0.9858683347702026
138,30705,neutral,Patch applied Eric.,NEUTRAL,0.9922255277633667
139,31064,neutral,Closing resolved issues,NEGATIVE,0.7334375977516174
140,31191,negative,Fixed. Sorry folks,NEGATIVE,0.8463672399520874
141,31554,neutral,Dave has let me know that this has resoved the issue,NEUTRAL,0.6571366190910339
142,31813,neutral,Closing because this has been in RESOLVED state for over one year,NEGATIVE,0.8330309987068176
143,31936,neutral,Closing because this has been in RESOLVED state for over one year,NEGATIVE,0.8330309987068176
144,32084,neutral,Closing because this has been in RESOLVED state for over one year,NEGATIVE,0.8330309987068176
145,32125,neutral,This change is now in trunk as part of r679774.,NEUTRAL,0.8167133331298828
146,32383,neutral,Closing because this has been in RESOLVED state for over one year,NEGATIVE,0.8330309987068176
147,33026,neutral,Closing because this has been in RESOLVED state for over one year,NEGATIVE,0.8330309987068176
148,33049,positive,This is now fixed!,NEGATIVE,0.6658898591995239
149,33117,neutral,I've just made some observations on the tuscany-user mailing list which should appear in the mailing list archives shortly,NEUTRAL,0.9904593229293823
150,33264,neutral,Assign to 1.0 during tidy up prior to 1.1,NEUTRAL,0.995005190372467
151,33497,neutral,Closing because this has been in RESOLVED state for over one year,NEGATIVE,0.8330309987068176
152,33812,neutral,Here is a complete patch removing Composite* from the getImplementation() calls,NEUTRAL,0.9475448727607727
153,33963,neutral,Assign to 1.0 during tidy up prior to 1.1,NEUTRAL,0.995005190372467
154,33984,neutral,reattaching with grant of license,NEUTRAL,0.7414397597312927
155,34194,positive,Patch applied. Thanks!,POSITIVE,0.9252369403839111
156,34239,neutral,Fixed in revision 406707.,NEUTRAL,0.9796578288078308
157,34559,neutral,Lazy session associated has been implemented in the TuscanyValve The spec people are still discussing Scope so I am going to close this and we can open a new issue when the spec clearly defines how scopes operate.,NEUTRAL,0.4256826639175415
158,36048,neutral,Right now ET_CALL,NEUTRAL,0.9915429353713989
159,36052,neutral,Moving these all to a 'Doc 3.x' release version.,NEUTRAL,0.9052819013595581
160,36205,neutral,as for V2.1.4 and later,NEUTRAL,0.7930405139923096
161,36622,neutral,Proposed patch.,NEUTRAL,0.9741805195808411
162,36623,positive,Reviewed and tested. Looks good so far,POSITIVE,0.9956468939781189
163,36717,neutral,UIXListView also provides selection functionality through 'selectedRowKeys',NEUTRAL,0.964189887046814
164,36911,neutral,This is on top of http://svn.apache.org/repos/asf/myfaces/trinidad/branches/2.0.0.1-branch,NEUTRAL,0.8651952743530273
165,37179,neutral,Patch over 1.2.12.3 branch.,NEGATIVE,0.6776824593544006
166,37251,neutral,This issue is already comitted,NEGATIVE,0.9864234328269958
167,37398,neutral,More done: -absolute-ordering faces-config/factory/view-declaration-language-factory faces-config/render-kit/renderer/client-behavior-renderer faces-config/application/partial-traversal,NEUTRAL,0.901054859161377
168,37778,neutral,The call to launchDialog must supply a component for delivery of the returnListener event. This bug is invalid.,NEGATIVE,0.9337767958641052
169,37860,neutral,Attention: - Please refer https://issues.apache.org/jira/browse/TRINIDAD-1145 for a possible fix,NEUTRAL,0.9974836707115173
170,37992,neutral,The issue as described by (resolved) issue TRINIDAD-1171 occurs consistently in our environment using 1.2.10,NEGATIVE,0.6413270831108093
171,38439,neutral,Appled patch with some changes to compile with the new public rendering API.,NEUTRAL,0.9233509302139282
172,38592,neutral,in branch,NEUTRAL,0.9598944783210754
173,38797,neutral,home page fixed in svn.,NEUTRAL,0.6354159712791443
174,38950,positive,I've re-worked my code and the problem has now 'gone away'. The original code,NEGATIVE,0.7309439778327942
175,39032,neutral,Reopening issues to set version.,NEGATIVE,0.9031987190246582
176,40844,neutral,Looks like a user issue to me,NEGATIVE,0.9748742580413818
177,41195,positive,Thanks to Hazem Saleh for provide us this enhancement fixed at revision 655653,POSITIVE,0.6507100462913513
178,41306,neutral,The above code is a part of a dataTable of course ...,NEUTRAL,0.9515136480331421
179,41962,neutral,I have fixed that issue by checking for a null before the line 95 of HtmlInputTextRenderer: writer.writeAttribute(HTML.VALUE_ATTR,NEUTRAL,0.9746037125587463
180,42086,positive,Thanks to Simon Kitching.,POSITIVE,0.963972806930542
181,42670,neutral,add separate handling for webkit browser,NEUTRAL,0.944846510887146
182,43512,neutral,I think you have enable ajax. f:loadBundle has only request scope. If you request the table sort the ajax response didn't know anything about the resource bundle. Please use tc:loadBundle it has session scope. But tc:loadBundle has a different semantic. Please consult the demo or other examples how to use it.,NEUTRAL,0.8805567622184753
183,43983,neutral,Closed due to the release of Tiles 2.1.1,NEUTRAL,0.5453969240188599
184,44105,neutral,Closed due to the release of Tiles 2.1.0.,NEUTRAL,0.6082786321640015
185,44952,positive,As suggested above,NEUTRAL,0.7648702263832092
186,44965,neutral,TagSoup 1.2.1 is finally available,NEUTRAL,0.9564927816390991
187,45050,neutral,Actually I think I already applied similar changes when doing the POI 3.6 upgrade in TIKA-353. Resolving as fixed.,NEUTRAL,0.6709505915641785
188,45473,neutral,Integrated in Thrift #633 (See https://builds.apache.org/job/Thrift/633/) THRIFT-1879 Add support for GObject-Introspection (Revision a51186b7f2bd388d95485404017f05eb3b861074) Result = ABORTED roger : https://git-wip-us.apache.org/repos/asf?p=thrift.git&a=commit&h=a51186b7f2bd388d95485404017f05eb3b861074 Files : lib/c_glib/src/thrift/c_glib/transport/thrift_transport.h lib/c_glib/src/thrift/c_glib/server/thrift_simple_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_buffered_transport.h lib/c_glib/src/thrift/c_glib/transport/thrift_framed_transport.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol_factory.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol.h lib/c_glib/src/thrift/c_glib/server/thrift_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_transport_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_transport.h lib/c_glib/src/thrift/c_glib/thrift_application_exception.h lib/c_glib/src/thrift/c_glib/transport/thrift_memory_buffer.h lib/c_glib/src/thrift/c_glib/transport/thrift_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol.h lib/c_glib/src/thrift/c_glib/thrift_struct.h,NEUTRAL,0.9956058859825134
189,45651,neutral,Integrated in Thrift #533 (See https://builds.apache.org/job/Thrift/533/) Thrift-1701:node.js TBufferedTransport buffer corruption Patch: Marshall Roch fix buffer copy method calls (Revision 1389517) Result = SUCCESS,NEUTRAL,0.9990936517715454
190,45835,neutral,Integrated in Thrift #407 (See https://builds.apache.org/job/Thrift/407/) THRIFT-1517 TTransport.ReadAll() should set exception type to EndOfFile Patch: Stefan Gmeiner (Revision 1291039) Result = SUCCESS roger : http://svn.apache.org/viewvc/?view=rev&rev=1291039 Files : /thrift/trunk/lib/csharp/src/Transport/TTransport.cs,NEUTRAL,0.9993008375167847
191,45877,neutral,Integrated in Thrift #426 (See https://builds.apache.org/job/Thrift/426/) THRIFT-1532/ THRIFT-1475 - fix record generation for erlang (Revision 1303663) Result = SUCCESS molinaro : http://svn.apache.org/viewvc/?view=rev&rev=1303663 Files : /thrift/trunk/compiler/cpp/src/generate/t_erl_generator.cc /thrift/trunk/lib/erl/Makefile.am /thrift/trunk/lib/erl/test/Thrift1475.thrift,NEUTRAL,0.9993396401405334
192,46068,neutral,Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc,NEUTRAL,0.9967239499092102
193,46121,neutral,#NOME?,NEUTRAL,0.6895050406455994
194,46218,neutral,was introduced with THRIFT-1267,NEUTRAL,0.9785242080688477
195,46309,neutral,committed,NEGATIVE,0.5056516528129578
196,46878,neutral,Bryan,NEUTRAL,0.9982162117958069
197,46942,neutral,Second shot at this one,NEUTRAL,0.786159336566925
198,46997,positive,Ah,NEUTRAL,0.995131254196167
199,47248,neutral,In r681863,NEUTRAL,0.9988905787467957
200,47855,positive,Great! I'm glad you found it helpful.,POSITIVE,0.9978233575820923
201,48034,neutral,Very curious as to where you saw that exception. Because digging through my log files,NEUTRAL,0.5198054313659668
202,48151,neutral,Duplicate of TAPESTRY-1988.,NEUTRAL,0.9888775944709778
203,48779,positive,Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue),POSITIVE,0.983250081539154
204,49357,neutral,patches applied,NEUTRAL,0.5230657458305359
205,49361,neutral,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118),NEUTRAL,0.9902747869491577
206,49721,neutral,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.,NEUTRAL,0.8377256989479065
207,49893,positive,Fixed - thanks!,POSITIVE,0.9763705730438232
208,50449,neutral,Does not occurs on Firefox or Curl. Probably a Chrome problem.,NEGATIVE,0.8778319954872131
209,50490,neutral,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?äó¢?í_?äó¢?í_?äó¢?í_?äó¢?í_TAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java,NEUTRAL,0.9994521737098694
210,50889,neutral,Seems like this has all been done.,NEUTRAL,0.5642990469932556
211,51981,positive,Thanks for the sample app,POSITIVE,0.9798439741134644
